season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2002,1,Celtic,SCO 1st,1908.39978203637,31,4,3,38,Rangers,1923.01740963209
2002,2,Rangers,SCO 1st,1904.7985033619,31,4,3,38,Celtic,1922.18978212944
2002,60,Hearts,SCO 1st,1569.43834475303,18,9,11,38,Celtic,1899.25312967567
2002,85,Kilmarnock,SCO 1st,1533.92577041026,16,9,13,38,Hearts,1581.77213113074
2002,161,Dundee,SCO 1st,1467.79253035087,10,14,14,38,Hearts,1567.58257371845
2002,177,Aberdeen,SCO 1st,1452.7437291441,13,10,15,38,Dunfermline,1514.61574108738
2002,205,Hibernian,SCO 1st,1427.4124586302,15,6,17,38,Kilmarnock,1527.49514102614
2002,212,Dunfermline,SCO 1st,1421.58315247036,13,7,18,38,Hearts,1557.37791015061
2002,249,Partick,SCO 1st,1347.00214198084,8,11,19,38,Dunfermline,1527.62715067605
2002,252,Livingston,SCO 1st,1336.84796910474,9,8,21,38,Motherwell,1500
2002,254,Dundee United,SCO 1st,1324.42438918211,7,11,20,38,Kilmarnock,1481.82513689593
2002,258,Motherwell,SCO 1st,1305.63122857523,7,7,24,38,Rangers,1930.70099765094
