season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2006,8,Anderlecht,BEL 1st,1729.81523639045,23,8,3,34,Standard,1655.14628593866
2006,27,Genk,BEL 1st,1636.80491024146,22,6,6,34,Anderlecht,1738.66700422431
2006,30,Standard,BEL 1st,1631.94686013391,19,7,8,34,Genk,1685.27312084853
2006,39,Charleroi,BEL 1st,1612.89426314778,17,9,8,34,Genk,1710.15905585002
2006,46,Gent,BEL 1st,1592.19801231572,18,6,10,34,Anderlecht,1724.18713847033
2006,61,Germinal,BEL 1st,1568.973904105,14,9,11,34,Genk,1673.66060732038
2006,77,Club Brugge,BEL 1st,1546.45768271829,14,9,11,34,Charleroi,1603.89043877222
2006,92,Bergen,BEL 1st,1529.36761167791,12,8,14,34,Anderlecht,1756.57167268523
2006,117,Mouscron,BEL 1st,1502.06893522405,10,12,12,34,Standard,1656.21548086526
2006,152,FC Brussels,BEL 1st,1473.60870131842,8,14,12,34,Genk,1662.32757382698
2006,162,Cercle Brugge,BEL 1st,1465.11501738511,10,8,16,34,Club Brugge,1619.40968486352
2006,163,Westerlo,BEL 1st,1462.40129717286,12,10,12,34,Charleroi,1618.08141939247
2006,223,Waregem,BEL 1st,1409.3763120047,9,10,15,34,Standard,1681.45166012875
2006,226,St Truiden,BEL 1st,1402.59291877451,9,8,17,34,Standard,1628.85892764474
2006,238,Lokeren,BEL 1st,1377.66645071147,5,15,14,34,Standard,1631.94191884875
2006,242,Roeselare,BEL 1st,1371.73035688477,10,9,15,34,Club Brugge,1604.3867910465
2006,245,Lierse,BEL 1st,1369.31705724483,6,8,20,34,Charleroi,1608.90539156527
2006,263,Beveren,BEL 1st,1317.66447254875,5,10,19,34,Gent,1568.48783695175
