rank,team,league,elo,wins,draws,losses,best_win_name,best_win_elo
98,Derby,ENG2,1511.8678031836528,17,13,16,Preston,1549.171943464561
99,Leicester,ENG,1511.649915292727,18,8,12,Sheffield United,1538.079333968046
100,Wolfsburg,GER,1511.2492652047504,13,10,11,Leverkusen,1579.8079278423575
101,Trapani,ITA2,1511.1722873037957,11,13,14,Benevento,1631.5414522422611
102,Monaco,FRA,1510.7210912800076,11,7,10,Lille,1536.0932413268145
103,Osasuna,ESP,1510.4782318560456,13,13,12,Barcelona,1626.7700147159455
104,Southampton,ENG,1510.403187590459,15,7,16,Man City,1593.726665754122
105,Empoli,ITA2,1508.6784198612352,14,12,12,Frosinone,1533.2105594111279
106,Venezia,ITA2,1507.9866327929221,12,14,12,Spezia,1546.4162003318115
107,Sociedad,ESP,1507.3187790282025,16,8,14,Villarreal,1540.976808492281
108,Vitesse,NED,1506.8339125097523,12,5,9,AZ Alkmaar,1517.9690624557757
109,Lyon,FRA,1506.6605142557332,11,7,10,Angers,1510
110,Montpellier,FRA,1506.423029936023,11,7,10,Lyon,1520
111,Sheffield United,ENG,1506.0928961169259,14,12,12,Chelsea,1548.2280216576066
112,Frosinone,ITA2,1505.7203257105148,14,12,12,Spezia,1543.6734742154881
113,Sassuolo,ITA,1504.932910702839,14,9,15,Lazio,1603.8799568545667
114,Guingamp,FRA2,1504.8708792527257,10,9,9,Lorient,1586.8567236955428
115,Cremonese,ITA2,1504.861802699265,12,13,13,Frosinone,1557.788578742405
116,Lugo,ESP2,1504.220215642612,12,16,14,Fuenlabrada,1526.7479093201107
117,Freiburg,GER,1503.925244466342,13,9,12,M'gladbach,1564.359030803305
118,Mirandes,ESP2,1503.4825770708476,13,17,12,Huesca,1531.0968967347646
119,Tenerife,ESP2,1503.188462129136,14,13,15,Cadiz,1549.6181291643918
120,Oviedo,ESP2,1502.6094142169213,13,14,15,Zaragoza,1526.6052127481257
121,Fiorentina,ITA,1502.0958309614998,12,13,13,Bologna,1491.4679936509028
122,Strasbourg,FRA,1499.798525112013,11,5,11,Nantes,1520.3035193492067
123,Preston,ENG2,1499.7965484379802,18,12,16,Fulham,1537.9000290587896
124,Bordeaux,FRA,1499.7238241809355,9,10,9,Nantes,1515.374086809173
125,Angers,FRA,1499.1843880112663,11,6,11,Montpellier,1516.9987184369897
126,Moreirense,POR,1498.5505262509191,10,13,11,Gil Vicente,1509.5
127,La Coruna,ESP2,1498.3296636260195,12,15,15,Cadiz,1557.1751671888433
128,Heracles,NED,1497.671436970522,10,6,10,Ajax,1595.1901450981347
129,Burton,ENG3,1497.6498099862215,12,12,11,Fleetwood Town,1524.013237471629
130,Blackburn,ENG2,1496.8910998781435,17,12,17,Cardiff,1550.1118378219041
131,Grenoble,FRA2,1496.6241746850985,7,14,7,Troyes,1535.9974819079926
132,Stoke,ENG2,1496.40469999072,16,8,22,Brentford,1600.000190475292
133,Getafe,ESP,1496.0987950966564,14,12,12,Valencia,1541.8411903290892
134,Erzgebirge Aue,GER2,1495.8458532244413,13,8,13,Hamburg,1541.0557832282225
135,Ipswich,ENG3,1494.7322842886429,14,10,12,Fleetwood Town,1531.2913211232953
136,Caen,FRA2,1494.1074790243333,8,10,10,Lens,1561.4355072306544
137,Cosenza,ITA2,1493.227244307233,12,10,16,Pordenone,1532.5338353480747
138,Sandhausen,GER2,1492.999782152353,10,13,11,Hamburg,1531.3405257020008
139,Valencia,ESP,1492.940120439116,14,11,13,Barcelona,1577.9501994384027
140,Groningen,NED,1492.2480967888882,10,5,11,Ajax,1594.0037269917066
141,Metz,FRA,1492.099229396727,8,10,10,Nantes,1538.1955728757619
142,Everton,ENG,1491.4899968751315,13,10,15,Chelsea,1540.6044152370343
143,Chateauroux,FRA2,1491.37093169461,9,7,12,Lens,1573.7643392584948
144,Nancy,FRA2,1490.8047890743114,6,16,6,Valenciennes,1525.621723309647
145,Ein Frankfurt,GER,1490.5665627602502,13,6,15,RB Leipzig,1581.087814444043
146,Salernitana,ITA2,1490.3848834945513,14,10,14,Pordenone,1542.0760049767966
147,Albacete,ESP2,1490.1329919023326,13,13,16,Cadiz,1575.6161243296317
148,Ath Bilbao,ESP,1490.1078666677508,13,12,13,Osasuna,1517.8625273158987
149,Sp Gijon,ESP2,1489.746148036198,14,12,16,Cadiz,1548.8394458566388
150,Greuther Furth,GER2,1489.68691294888,11,11,12,Stuttgart,1557.0012326745052
151,Santa Clara,POR,1489.2934446910135,11,10,13,Benfica,1605.9624520079701
152,Chambly,FRA2,1488.8443500350222,9,8,11,Lorient,1571.8846103590201
153,Auxerre,FRA2,1488.7867796074709,8,10,10,Ajaccio,1548.6711053714807
154,FC Emmen,NED,1487.7590141407918,9,5,12,Willem II,1547.2321794874713
155,Gil Vicente,POR,1486.777331188647,11,10,13,Rio Ave,1542.647448178431
156,Verona,ITA,1486.2901108161218,12,13,13,Juventus,1608.9173171541802
157,Levante,ESP,1485.337150794598,14,7,17,Real Madrid,1607.2340152710156
158,Heerenveen,NED,1485.2519512275849,8,9,9,AZ Alkmaar,1543.3706238638151
159,Holstein Kiel,GER2,1482.7492047618844,11,10,13,Stuttgart,1541.6812796935249
160,Sparta Rotterdam,NED,1482.6330193332205,9,6,11,AZ Alkmaar,1589.8584808281835
161,Regensburg,GER2,1482.1641330763248,11,10,13,Darmstadt,1535.6711815316921
162,Bristol City,ENG2,1481.5107907727643,17,12,17,Fulham,1547.6928835516933
163,Maritimo,POR,1480.959714273682,9,12,13,Benfica,1593.550129268416
164,Blackpool,ENG3,1480.9072813760665,11,12,12,Peterboro,1541.3372639022502
165,Osnabruck,GER2,1480.2094520073667,9,13,12,Hamburg,1554.7646938153032
166,Bologna,ITA,1479.9376470447244,12,11,15,Inter,1601.2074674264873
167,Nantes,FRA,1479.8935052805014,11,4,13,Marseille,1592.124344957966
168,Pacos Ferreira,POR,1479.044286145506,11,6,17,Rio Ave,1534.8293316161469
169,Udinese,ITA,1478.8602436533915,12,9,17,Juventus,1631.0069145413986
170,Brest,FRA,1478.6538548326685,8,10,10,Angers,1516.4771864592988
171,Virtus Entella,ITA2,1478.1344771791498,12,12,14,Cittadella,1524.8187526036374
172,Hertha,GER,1478.0889340359229,11,8,15,Leverkusen,1571.4322610516856
173,Sochaux,FRA2,1477.830243266868,8,10,10,Clermont,1515.4729811301613
174,Barnsley,ENG2,1476.0883914615763,12,13,21,Brentford,1587.174543931733
175,Parma,ITA,1475.9907029679298,14,7,17,Napoli,1546.52477628713
176,Bristol Rvs,ENG3,1473.5559645868493,12,9,14,Ipswich,1556.0769359116591
177,Dijon,FRA,1472.7687221709389,7,9,12,Paris SG,1564.2540441569267
178,Luton,ENG2,1472.594612534992,14,9,23,Brentford,1549.1570146932454
179,Karlsruhe,GER2,1472.4192362472465,8,13,13,Stuttgart,1540.3476599882756
180,Shrewsbury,ENG3,1472.3653401098377,10,11,13,Blackpool,1537.798175604695
181,QPR,ENG2,1472.0375052933355,16,10,20,Leeds,1565.1042093747408
182,St Pauli,GER2,1471.6908919025168,9,12,13,Bielefeld,1562.0178652350587
183,Rodez,FRA2,1471.4795742014812,8,8,12,Guingamp,1515.8728569694306
184,Reading,ENG2,1469.7969495534405,15,11,20,Preston,1535.2562071829987
185,Union Berlin,GER,1469.7627273048568,12,5,17,M'gladbach,1554.3048755579493
186,Lincoln,ENG3,1469.527906925776,12,6,17,Ipswich,1535.705463580515
187,Brighton,ENG,1468.7588098544188,9,14,15,Burnley,1527.6397840109553
188,Ascoli,ITA2,1468.191802738112,13,7,18,Cittadella,1526.654540449887
189,Nurnberg,GER2,1467.4998696389162,8,13,13,Sandhausen,1518.4953214826648
190,Accrington,ENG3,1467.4050149482464,10,10,15,Ipswich,1565.0246396161042
191,Middlesbrough,ENG2,1467.2248469124092,13,14,19,West Brom,1590.6351417726635
192,Paris FC,FRA2,1466.1942301163954,7,7,14,Clermont,1558.6906824067353
193,Ponferradina,ESP2,1466.154780974737,12,15,15,Almeria,1551.8980709619793
194,Valladolid,ESP,1465.3611903789767,9,15,14,Betis,1500
195,VVV Venlo,NED,1464.164787962033,8,4,14,Groningen,1520.1182500385214
196,Eibar,ESP,1463.8839249403843,11,9,18,Ath Madrid,1555.5808742791644
197,Newcastle,ENG,1462.7197509238617,11,11,16,Chelsea,1530.8726757942566
198,Huddersfield,ENG2,1462.3946699355965,13,12,21,West Brom,1582.0016601373275
199,For Sittard,NED,1462.0310030548792,6,8,12,Feyenoord,1518.6478180233337
200,Cagliari,ITA,1461.754163636769,11,12,15,Juventus,1622.4299374511352
201,Zwolle,NED,1461.3379569551073,7,5,14,Groningen,1512.4924717702102
202,Milton Keynes Dons,ENG3,1460.4872784230922,10,7,18,Wycombe,1545.821416552288
203,AFC Wimbledon,ENG3,1460.4650120087433,8,11,16,Gillingham,1539.6254853575272
204,Pescara,ITA2,1459.787098554703,12,9,17,Benevento,1543.704410602045
205,Numancia,ESP2,1459.7033480848252,13,11,18,Cadiz,1570.354707294974
206,Leganes,ESP,1458.9417373757572,8,12,18,Sociedad,1519.0541863010212
207,Boavista,POR,1458.911436667656,10,9,15,Sp Braga,1557.6772574141519
208,Sampdoria,ITA,1457.8351534317355,12,6,20,Verona,1523.1071321959223
209,Portimonense,POR,1457.3923269905438,7,12,15,Famalicao,1546.5197880322844
210,Mainz,GER,1457.035808187185,11,4,19,Dortmund,1609.2387651579263
211,Perugia,ITA2,1456.027311011709,12,9,17,Crotone,1525.5891104330549
212,Tondela,POR,1455.2449652798657,9,9,16,Sp Braga,1553.8387474639449
213,Genoa,ITA,1455.1817141880665,10,9,19,Milan,1514.6864505376711
214,Rochdale,ENG3,1454.914302395053,10,6,18,Rotherham,1570.9492996731587
215,Celta,ESP,1452.9085701938216,7,16,15,Sevilla,1542.5740477537695
216,West Ham,ENG,1452.0211270722816,10,9,19,Chelsea,1545.831304528651
217,Belenenses,POR,1451.7934380168256,9,8,17,Boavista,1504.3790970186253
218,Extremadura UD,ESP2,1451.571205635927,10,13,19,Mirandes,1518.5793472851014
219,Crystal Palace,ENG,1450.579535454804,11,10,17,West Ham,1518.918674434022
220,Twente,NED,1449.6496481102745,7,6,13,AZ Alkmaar,1580.4116093337057
221,St Etienne,FRA,1449.4369561876763,8,6,14,Bordeaux,1518.5520056475673
222,Nimes,FRA,1449.2524237486878,7,6,15,Reims,1523.4375485537582
223,Sheffield Weds,ENG2,1449.2111416358355,15,11,20,Leeds,1576.430057819101
224,Augsburg,GER,1448.9592076779572,9,9,16,Ein Frankfurt,1510
225,Wehen,GER2,1446.793283200972,9,7,18,Stuttgart,1553.7179223206988
226,Le Mans,FRA2,1446.5302444572976,7,5,16,Guingamp,1527.8976719525344
227,Betis,ESP,1446.3894591331937,10,11,17,Real Madrid,1603.4928318279012
228,Juve Stabia,ITA2,1446.0890314393575,11,8,19,Spezia,1548.3653152900526
229,FC Koln,GER,1444.7474380121785,10,6,18,Leverkusen,1539.0402397773737
230,Schalke 04,GER,1444.7042938127213,9,12,13,M'gladbach,1554.3888187843925
231,Setubal,POR,1443.6330986783162,7,13,14,Boavista,1524.2354462694007
232,Tranmere,ENG3,1442.6347490387568,8,8,18,Coventry,1528.9149513685527
233,Dresden,GER2,1441.6039911835528,8,8,18,Heidenheim,1509.5
234,Fortuna Dusseldorf,GER,1441.585830677349,6,12,16,Freiburg,1507.0421882468447
235,Niort,FRA2,1439.8915308752307,6,8,14,Valenciennes,1521.7712069082586
236,Alaves,ESP,1438.760308038462,10,9,19,Sociedad,1534.2465259366618
237,Amiens,FRA,1437.8619099669818,4,11,13,Brest,1519.2712557253922
238,Birmingham,ENG2,1437.4903361109489,12,14,20,Nott'm Forest,1553.079268788381
239,Torino,ITA,1434.7973111635745,11,7,20,Roma,1565.5325199800511
240,Aston Villa,ENG,1434.2844074127906,9,8,21,Arsenal,1533.07930871969
241,Charlton,ENG2,1433.8320394663826,12,12,22,Nott'm Forest,1551.027227382951
242,Werder Bremen,GER,1431.178003050091,8,7,19,Wolfsburg,1521.7055514922088
243,Watford,ENG,1428.876393013652,8,10,20,Liverpool,1684.5954194448627
244,Den Haag,NED,1427.986986114751,4,7,15,Vitesse,1549.8420336456256
245,Lecce,ITA,1421.8589398200506,9,8,21,Lazio,1619.0484121511056
246,Mallorca,ESP,1417.6680042505272,9,6,23,Real Madrid,1548.4147926363057
247,Bournemouth,ENG,1417.4950784175346,9,7,22,Leicester,1533.3836871814094
248,Bolton,ENG3,1416.2873106464683,5,11,18,Fleetwood Town,1529.5556024077846
249,Orleans,FRA2,1412.3507021704584,4,7,17,Troyes,1527.662372344976
250,Santander,ESP2,1411.941248149779,5,18,19,Almeria,1551.197833983944
251,Waalwijk,NED,1402.1300439908698,4,3,19,Utrecht,1528.9194895469204
252,Hull,ENG2,1399.4326003312826,12,9,25,Preston,1538.2970682115117
253,Southend,ENG3,1388.7237754611594,4,7,24,Milton Keynes Dons,1500.1733677617844
254,Espanol,ESP,1382.919295437028,5,10,23,Villarreal,1510.6876203768984
255,Paderborn,GER,1381.7248288566618,4,8,22,Freiburg,1520.423630165138
256,Brescia,ITA,1378.138206088353,6,7,25,Verona,1518.9770222785971
257,Livorno,ITA2,1361.5990875494374,5,6,27,Chievo,1522.5433457705874
258,Aves,POR,1360.8675762560467,5,2,27,Sp Braga,1512.6345836671235
259,Toulouse,FRA,1359.6925252011895,3,4,21,Lille,1518.2078492377425
260,Norwich,ENG,1352.4169018043733,5,6,27,Leicester,1546.2988690115956
261,Spal,ITA,1345.2094162094672,5,5,28,Atalanta,1548.0190730008164
