season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2023,23,Auxerre,FRA 2nd,1676.77832004073,21,11,6,38,Angers,1608.9708719207
2023,54,St Etienne,FRA 2nd,1601.63178099031,19,8,11,38,Auxerre,1675.88502498824
2023,61,Rodez,FRA 2nd,1579.95433574587,16,12,10,38,Auxerre,1666.03116355768
2023,64,Paris FC,FRA 2nd,1572.87687854619,16,11,11,38,St Etienne,1621.8566727803
2023,72,Angers,FRA 2nd,1561.19719047102,20,8,10,38,Rodez,1539.23325044568
2023,86,Caen,FRA 2nd,1540.60227317244,17,7,14,38,Angers,1577.20508414057
2023,100,Amiens,FRA 2nd,1521.7888551486,12,17,9,38,Auxerre,1682.29742672385
2023,105,Annecy,FRA 2nd,1513.73021682462,12,10,16,38,Rodez,1588.03504943819
2023,115,Bordeaux,FRA 2nd,1497.63421486276,14,9,15,38,Angers,1614.61411193276
2023,118,Bastia,FRA 2nd,1496.41178597893,14,9,15,38,Angers,1632.06695657177
2023,122,Guingamp,FRA 2nd,1490.6069909826,13,12,13,38,Auxerre,1675.02413134393
2023,130,Pau FC,FRA 2nd,1486.59566259959,13,12,13,38,St Etienne,1590.57272149916
2023,141,Quevilly Rouen,FRA 2nd,1476.33667103078,7,17,14,38,Auxerre,1681.94026171611
2023,144,Troyes,FRA 2nd,1473.04826813086,9,14,14,37,Grenoble,1555.04155490453
2023,163,Dunkerque,FRA 2nd,1454.14768431249,12,10,16,38,Auxerre,1692.68688068143
2023,167,Laval,FRA 2nd,1450.99533103527,15,10,13,38,Caen,1593.86650341507
2023,172,Grenoble,FRA 2nd,1444.9697902355001,13,12,13,38,St Etienne,1601.63143379005
2023,200,Ajaccio,FRA 2nd,1417.72977787138,12,10,16,38,St Etienne,1622.14222174681
2023,219,Concarneau,FRA 2nd,1392.26626905726,10,8,20,38,Laval,1569.05596433634
2023,238,Valenciennes,FRA 2nd,1350.6977029628,5,11,21,37,Rodez,1569.95244413258
