season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2020,24,Norwich,ENG 2nd,1692.74050287049,29,10,7,46,Brentford,1651.0892925751
2020,28,Watford,ENG 2nd,1669.46065753939,27,10,9,46,Norwich,1687.40488634505
2020,32,Brentford,ENG 2nd,1660.77510451777,24,15,7,46,Watford,1675.67799628349
2020,49,Bournemouth,ENG 2nd,1601.74333199012,22,11,13,46,Norwich,1707.92148496022
2020,66,Barnsley,ENG 2nd,1575.60547484011,23,9,14,46,Brentford,1702.25145701112
2020,78,Cardiff,ENG 2nd,1551.82763713511,18,14,14,46,Watford,1644.3713458624
2020,79,Swansea,ENG 2nd,1549.95241958797,23,11,12,46,Norwich,1667.93647005198
2020,85,QPR,ENG 2nd,1545.8895200854,19,11,16,46,Brentford,1677.62301202069
2020,104,Reading,ENG 2nd,1513.32804606392,19,13,14,46,Watford,1670.87537807559
2020,108,Blackburn,ENG 2nd,1505.62660360799,15,12,19,46,Barnsley,1546.04591794663
2020,109,Preston,ENG 2nd,1504.60005895226,18,7,21,46,Brentford,1645.79352239443
2020,128,Coventry,ENG 2nd,1484.11071636343,14,13,19,46,Brentford,1662.40918208793
2020,138,Middlesbrough,ENG 2nd,1477.908000846,18,10,18,46,Swansea,1575.06171171086
2020,148,Luton,ENG 2nd,1470.61837603963,17,11,18,46,Norwich,1676.87171204289
2020,150,Millwall,ENG 2nd,1469.02447077485,15,17,14,46,Reading,1553.14953009065
2020,151,Stoke,ENG 2nd,1467.85374585049,15,15,16,46,Brentford,1637.20817989276
2020,152,Nott'm Forest,ENG 2nd,1467.83292237102,12,16,18,46,Cardiff,1587.32054425976
2020,191,Wycombe,ENG 2nd,1428.62713240412,11,10,25,46,Bournemouth,1643.12947951314
2020,198,Huddersfield,ENG 2nd,1421.47102789916,12,13,21,46,Swansea,1651.47603561903
2020,214,Birmingham,ENG 2nd,1405.53542168589,13,13,20,46,Brentford,1660.77501845533
2020,217,Rotherham,ENG 2nd,1402.40721245329,11,9,26,46,Middlesbrough,1531.79524573078
2020,224,Sheffield Weds,ENG 2nd,1397.39176610231,12,11,23,46,Bournemouth,1617.50514626032
2020,237,Derby,ENG 2nd,1383.98953337479,11,11,24,46,Norwich,1675.64319408014
2020,252,Bristol City,ENG 2nd,1351.68031664447,15,6,25,46,Swansea,1624.30874490473
