season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2020,30,Clermont,FRA 2nd,1663.39314331928,21,9,8,38,Troyes,1663.58652528708
2020,38,Troyes,FRA 2nd,1634.81564426111,23,8,7,38,Clermont,1651.17714706029
2020,39,Toulouse,FRA 2nd,1629.63244048182,20,10,8,38,Clermont,1676.06548707644
2020,51,Paris FC,FRA 2nd,1600.64077421796,17,13,8,38,Toulouse,1650.54396921005
2020,68,Grenoble,FRA 2nd,1573.54083349336,18,11,9,38,Troyes,1661.02966804163
2020,69,Auxerre,FRA 2nd,1571.62056463848,16,14,8,38,Toulouse,1677.4927786145
2020,90,Guingamp,FRA 2nd,1535.58454971081,10,17,11,38,Grenoble,1595.49347482423
2020,105,Nancy,FRA 2nd,1510.31365345969,11,14,13,38,Clermont,1688.52989245359
2020,106,Pau FC,FRA 2nd,1507.37449977418,11,11,16,38,Clermont,1664.15150881341
2020,112,Sochaux,FRA 2nd,1502.61791760439,12,15,11,38,Troyes,1643.87766929497
2020,135,Rodez,FRA 2nd,1478.76220709641,8,19,11,38,Clermont,1675.73482534953
2020,140,Ajaccio,FRA 2nd,1477.42654639899,11,13,14,38,Clermont,1660.08909021846
2020,157,Le Havre,FRA 2nd,1466.40005225854,11,14,13,38,Troyes,1650.61442484941
2020,168,Amiens,FRA 2nd,1456.6746528731,11,14,13,38,Troyes,1630.12813618855
2020,181,Dunkerque,FRA 2nd,1438.37656282465,10,11,17,38,Toulouse,1629.63181197687
2020,192,Valenciennes,FRA 2nd,1427.8917038179,12,11,15,38,Toulouse,1663.52353938988
2020,197,Chambly,FRA 2nd,1422.24883509218,9,11,18,38,Guingamp,1511.99622363486
2020,219,Caen,FRA 2nd,1400.37333778753,9,14,15,38,Clermont,1681.02149002358
2020,242,Niort,FRA 2nd,1377.38357504256,9,14,15,38,Toulouse,1656.5772923747
2020,260,Chateauroux,FRA 2nd,1324.92850584706,4,11,23,38,Niort,1528.69656500598
