rank,team,elo,wins,losses,best_win_name,best_win_elo
55,Mainz,1546.5617324682794,21,13,M'gladbach,1557.1393506508339
56,Rimini,1545.2054517090342,24.5,17.5,Albinoleffe,1574.5498125404638
57,Sampdoria,1543.3452954284503,21.5,16.5,Milan,1545.2888906355274
58,Sedan,1541.3951236101568,21.5,16.5,Le Havre,1565.1976466030205
59,Malaga,1541.210127541419,26,16,Sp Gijon,1534.5129834370796
60,Barcelona,1541.0639896848772,24,14,Santander,1530.5964561548988
61,Brescia,1540.698242664541,26,16,Bologna,1598.40013508175
62,Pisa,1539.700085650507,26,16,Albinoleffe,1591.3450727728618
63,St Etienne,1538.2263048174518,21,17,Nancy,1542.4715028609094
64,Ath Madrid,1538.0431843945546,22.5,15.5,Barcelona,1593.8548304429112
65,Wolves,1537.9651519333631,26,20,Charlton,1535.2061058707409
66,Nijmegen,1536.270483121949,17.5,16.5,NAC Breda,1579.5432389698024
67,Northampton,1535.4543373360805,24.5,21.5,Swansea,1605.7499393533553
68,Rennes,1535.0287370146243,21,17,Nancy,1534.42938313551
69,Feyenoord,1534.256185093554,21,13,Twente,1553.96985837464
70,Belenenses,1532.7418447531422,17,13,Benfica,1549.4040196911565
71,Brest,1532.7343475388332,21,17,Troyes,1585.2863478021131
72,Sheffield United,1531.369335854506,24.5,21.5,Hull,1568.6187977247541
73,Bristol City,1531.167122673303,27,19,Watford,1543.9885553299703
74,Ascoli,1531.0304388235347,23,19,Albinoleffe,1585.7374971755337
75,Freiburg,1529.8774059100203,20,14,M'gladbach,1589.1011545361655
76,Ipswich,1529.645115893415,25.5,20.5,Hull,1567.3571092137051
77,Santander,1526.9225019853645,21.5,16.5,Valencia,1534.8941569252563
78,Nice,1526.75896656384,21,17,Nancy,1546.7719006462503
79,Aachen,1526.1576228280119,18.5,15.5,Hoffenheim,1573.3467341390985
80,Clermont,1526.044493764078,21.5,16.5,Le Havre,1607.5062638355444
81,Brighton,1525.8450319632454,25,21,Doncaster,1589.0149450654585
82,Salamanca,1525.8187014929917,22,20,Sociedad,1529.775904917935
83,Aston Villa,1525.2214242563718,22,16,Blackburn,1533.2234077247456
84,Nancy,1524.1508664867579,22.5,15.5,Bordeaux,1536.3583919710945
85,Las Palmas,1523.442987686425,21,21,Elche,1523.4166313793398
86,Oldham,1522.5907466980398,24.5,21.5,Leeds,1579.3697292499646
87,Hamburg,1521.6516757697793,20,14,Ein Frankfurt,1522.677624418406
88,Blackburn,1521.5411812815903,21.5,16.5,Portsmouth,1535.686478758027
89,Setubal,1519.3785568100632,17,13,Sp Lisbon,1534.2978169955
90,Castellon,1517.6837424254961,22.5,19.5,Sp Gijon,1561.9228638462318
91,Ajaccio,1517.1322128986576,20,18,Nantes,1586.9840914439887
92,Cardiff,1516.2284338497211,24,22,Bristol City,1556.3539207844212
93,Bari,1516.0836953078453,21,21,Lecce,1604.0154964107596
94,Maritimo,1515.0993364164046,16,14,Belenenses,1528.1577867890994
95,Hannover,1514.8048486322136,18,16,Werder Bremen,1571.9802409252902
96,Huddersfield,1514.694634050263,23,23,Leeds,1577.3258999376842
97,Greuther Furth,1513.6889776901066,19,15,Mainz,1535.5282567896184
98,Stuttgart,1513.3664175131844,18,16,Bayern Munich,1566.1558193067247
99,Hercules,1513.3532084634885,22,20,Malaga,1539.142713220513
100,Angers,1512.356973292206,20,18,Bastia,1534.103675644045
101,Montpellier,1511.9388774804725,20,18,Angers,1513.6804696616023
102,Lorient,1511.5047039766978,20,18,Bordeaux,1565.4553544343612
103,La Coruna,1511.1520928371199,18.5,19.5,Real Madrid,1599.9918978031603
104,Xerez,1510.413008128971,20,22,Malaga,1569.0867820764452
105,Koblenz,1509.4720406614238,17.5,16.5,Greuther Furth,1540.7221156097692
106,Udinese,1509.4302106229718,20.5,17.5,Fiorentina,1553.6827784491682
107,Watford,1508.6940275637685,26,20,Ipswich,1518.9858087954553
108,Mantova,1506.8040194125863,22,20,Chievo,1623.2394404093993
109,Albacete,1506.2948089414313,19.5,22.5,Malaga,1557.0577660475697
110,Sp Braga,1503.4042073960447,15.5,14.5,Sp Lisbon,1534.796338963752
111,Guingamp,1502.4044901795633,18.5,19.5,Angers,1526.5640516789817
112,Troyes,1502.172017775009,21,17,Le Havre,1590.672890042601
113,Bournemouth,1501.1303494537938,20.5,25.5,Swansea,1602.5418987430774
114,Portsmouth,1501.005058799468,20.5,17.5,Aston Villa,1549.3902055224664
115,Le Mans,1500.5043142702536,19.5,18.5,Lyon,1569.967947718746
116,QPR,1500.4593791375507,22,24,Stoke,1567.4519585934602
117,Walsall,1499.7669829103677,24,22,Nott'm Forest,1548.0196480411346
118,Almeria,1499.4595261317759,19,19,Real Madrid,1618.3862714565105
119,Ath Bilbao,1499.4536175281903,18.5,19.5,Ath Madrid,1543.5749328885158
120,Caen,1499.3888505086934,19,19,Lyon,1574.65595649872
121,Siena,1499.1910566582083,17.5,20.5,Juventus,1598.8559236477004
122,Gimnastic,1497.7604797216716,20,22,Malaga,1550.5649625753178
123,Swindon,1497.7581332651755,22.5,23.5,Nott'm Forest,1554.762315195791
124,Leverkusen,1497.2559206627618,18,16,Schalke 04,1546.5881000918973
125,Roda JC,1496.9149273273722,17.5,16.5,PSV Eindhoven,1563.1291130700288
126,Alaves,1496.7431499221775,19.5,22.5,Sociedad,1560.5729708081815
127,Tranmere,1496.5744851532309,23.5,22.5,Southend,1566.6171396293098
128,Groningen,1496.466237669462,18,16,PSV Eindhoven,1561.1295089837124
129,Plymouth,1494.553848598571,23.5,22.5,Bristol City,1567.587270804938
130,Hertha,1492.8768543625072,16,18,Hannover,1529.0276611901513
131,Boavista,1492.0189457194465,14,16,Sp Lisbon,1537.2083236026215
132,Grosseto,1491.8045699272652,19.5,22.5,Bologna,1591.5791244105603
133,Tottenham,1491.1852769865088,17.5,20.5,Portsmouth,1554.8091523445134
134,Kaiserslautern,1491.0032730355856,15,19,FC Koln,1574.0817626372095
135,Frosinone,1490.618257154538,20.5,21.5,Rimini,1516.7869118451242
136,Ein Frankfurt,1490.5256537668304,17,17,Werder Bremen,1564.3810449394418
137,Preston,1490.3420885118283,20.5,25.5,Stoke,1580.2775356407922
138,Man City,1489.6674889615863,20,18,Man United,1608.8717522771733
139,Burnley,1488.5194730543267,23,23,Watford,1554.8755815472305
140,Lazio,1488.223644088858,17.5,20.5,Roma,1608.7282981535661
141,Charlton,1488.1723176093383,23.5,22.5,Stoke,1551.1424280724948
142,Betis,1488.0739075380911,17.5,20.5,Real Madrid,1611.980208444143
143,Sheffield Weds,1487.5858842127886,20.5,25.5,Stoke,1525.780434434399
144,Amiens,1487.5571654384862,17,21,Nantes,1577.3475110704135
145,Napoli,1486.815344162196,18,20,Inter,1629.3960650269887
146,Getafe,1486.5049294933838,17.5,20.5,Real Madrid,1598.1586353529951
147,AZ Alkmaar,1486.2438492104088,16,18,NAC Breda,1518.5425393966223
148,Tenerife,1485.8250761360107,20.5,21.5,Sp Gijon,1528.897317702205
149,Wehen,1484.562600339539,16.5,17.5,Freiburg,1541.212991057188
150,Utrecht,1484.0574942884234,16.5,17.5,PSV Eindhoven,1604.298530326414
151,Valencia,1484.024969896911,18,20,Real Madrid,1586.672902317316
152,Sochaux,1483.2663668037478,17,21,Marseille,1552.2425698531372
153,Sevilla B,1483.0633924280949,21,21,Numancia,1561.304114539651
154,Cagliari,1482.970451225389,15.5,22.5,Fiorentina,1546.590199000731
155,Chateauroux,1482.1135108765054,17,21,Clermont,1537.3415964802775
156,Atalanta,1482.0574299944346,18,20,Milan,1542.9850688700944
157,Cordoba,1481.9347513407286,19.5,22.5,Numancia,1584.6479773345786
158,Reims,1481.6816609405048,17,21,Montpellier,1525.0226651497835
159,Ferrol,1481.3623165544045,19,23,Sociedad,1535.477740981357
160,Academica,1481.1153539299364,13,17,Benfica,1556.1707992973643
161,St Pauli,1479.5596450779847,15.5,18.5,Hoffenheim,1561.8803856834625
162,Valladolid,1478.5668486899174,17,21,Espanol,1558.4452590025212
163,West Ham,1478.1742810820404,18,20,Man United,1597.853609496873
164,Bochum,1477.599708319127,15.5,18.5,Werder Bremen,1569.8788467171114
165,Dortmund,1476.871726629653,15,19,Stuttgart,1536.82522023898
166,Blackpool,1476.7157097209936,21,25,Charlton,1528.6033453028765
167,Southampton,1475.3222822585803,20.5,25.5,Bristol City,1553.2286906239383
168,Bastia,1474.7696262754673,18.5,19.5,Troyes,1562.302669528881
169,Palermo,1474.6715000347508,17.5,20.5,Juventus,1582.6978900821493
170,Vitesse,1474.5963392603708,15.5,18.5,Groningen,1543.7209220372943
171,Vicenza,1474.5500685659656,17.5,24.5,Mantova,1528.7300974940838
172,Osnabruck,1474.0341426454108,15,19,Munich 1860,1530.3491950694743
173,Middlesbrough,1473.3507243838026,16,22,Arsenal,1588.8680529221897
174,Recreativo,1473.3164411355538,16.5,21.5,Espanol,1543.6408618257396
175,Treviso,1473.0706525791343,17,25,Brescia,1532.9411676565749
176,Triestina,1472.125229596396,19,23,Brescia,1569.4025396661834
177,Norwich,1471.7685970496489,20,26,Cardiff,1526.1673417129966
178,Paris SG,1470.968554835178,16.5,21.5,Monaco,1519.3906194730948
179,Eibar,1470.684385884113,19,23,Numancia,1570.499514396702
180,Genoa,1470.5870569648473,17.5,20.5,Napoli,1518.8938644741336
181,Leyton Orient,1470.4024211467113,22,24,Yeovil,1517.9823599347903
182,Reggina,1470.139802830419,15.5,22.5,Juventus,1586.421719497603
183,Dijon,1469.1363748334493,16.5,21.5,Bastia,1535.0461784287984
184,Nacional,1468.9070381194224,13,17,Porto,1643.672086066659
185,Munich 1860,1468.5489848912582,16,18,St Pauli,1510.4694985115207
186,Cottbus,1468.2693475310512,13.5,20.5,Bayern Munich,1595.2185612264868
187,Est Amadora,1467.7482486572917,12.5,17.5,Guimaraes,1530.5451207852118
188,Cadiz,1467.680294910987,18.5,23.5,Numancia,1587.540070254787
189,Monaco,1467.3817661064784,17,21,Rennes,1544.2257833974454
190,Wigan,1467.0518503332996,15,23,Aston Villa,1538.8637346750802
191,Offenbach,1466.9542949428346,14.5,19.5,Freiburg,1541.7324161191636
192,Toulouse,1466.0151471783968,16.5,21.5,Lyon,1510
193,Celta,1465.9414196323646,19.5,22.5,Numancia,1586.6191902488222
194,Karlsruhe,1465.8476187849008,16,18,Schalke 04,1538.23566815406
195,Elche,1465.2938681219077,20,22,Numancia,1571.7275870110284
196,Barnsley,1464.9013808103525,20.5,25.5,Watford,1565.9507419074505
197,Leicester,1464.8890078808477,20,26,Crystal Palace,1552.838548517328
198,Newcastle,1464.4847967345765,16,22,West Ham,1519.7653006852702
199,Bristol Rvs,1464.04015001878,20.5,25.5,Carlisle,1543.6893481681427
200,Cheltenham,1462.7837077163078,19,27,Leeds,1587.556063673018
201,Millwall,1462.2230888580239,19,27,Swansea,1621.3947351698203
202,Augsburg,1459.7499512390627,14,20,Mainz,1547.397622946019
203,Auxerre,1459.512160703859,16,22,Nice,1531.9897537506613
204,Poli Ejido,1459.2314442843447,16.5,25.5,Sevilla B,1532.885197478701
205,Zaragoza,1459.1959024086211,16,22,Villarreal,1537.6596526920748
206,Torino,1459.0354774035604,16,22,Sampdoria,1500.5492826289922
207,Modena,1458.5789607718857,18,24,Ascoli,1534.5410020890322
208,Naval,1457.5133059982672,11.5,18.5,Setubal,1521.8719006678637
209,Niort,1457.208178324168,15,23,Grenoble,1538.7610337502472
210,Boulogne,1456.7916774174257,15.5,22.5,Nantes,1572.3226525789428
211,Piacenza,1456.613087061418,17,25,Bologna,1592.7038724372055
212,Paderborn,1456.3594327130372,12.5,21.5,Freiburg,1535.2687285356062
213,Crewe,1456.3116355196648,19,27,Huddersfield,1517.312689243954
214,Lens,1455.409445952801,15.5,22.5,Lyon,1569.1490959506318
215,Bielefeld,1454.0122076634732,13,21,Leverkusen,1534.008281484977
216,Sparta,1453.4788703084198,12.5,21.5,Heerenveen,1560.0059001582001
217,Espanol,1453.1508663257002,17.5,20.5,Real Madrid,1554.0279711795035
218,Messina,1452.8805164657867,18,24,Bologna,1579.4963941915355
219,Bolton,1452.2394396956813,14,24,Man United,1573.7771058299445
220,Fulham,1451.7587217201487,14,24,Everton,1581.6955179010222
221,Coventry,1451.630770367434,19.5,26.5,West Brom,1549.0004633830658
222,Hartlepool,1450.8912229629002,19.5,26.5,Leyton Orient,1542.091016591253
223,Osasuna,1450.703358249484,15.5,22.5,Villarreal,1538.4775847084707
224,Valenciennes,1447.8866246090909,16.5,21.5,Bordeaux,1571.3723206800373
225,Granada 74,1445.034860050922,17.5,24.5,Numancia,1549.0437577389032
226,Erzgebirge Aue,1444.7255136629412,12.5,21.5,Aachen,1510.2433879309604
227,Nurnberg,1444.5904942124018,12,22,Ein Frankfurt,1541.7103662855855
228,Yeovil,1443.1845655379461,19,27,Swansea,1595.2760615567256
229,Heracles,1442.604500382886,12,22,Groningen,1548.0695889317146
230,Sunderland,1442.150349114399,14,24,Aston Villa,1538.9344055539764
231,Catania,1441.3382279960165,14.5,23.5,Udinese,1544.253502192877
232,Willem II,1441.1444018070088,11.5,22.5,Feyenoord,1537.505092142942
233,Leixoes,1439.7457296259697,11,19,Sp Braga,1500.4470458797232
234,CZ Jena,1439.5289061740427,11.5,22.5,Greuther Furth,1530.1269817423522
235,Birmingham,1438.8103958659606,13.5,24.5,Blackburn,1534.5741082471454
236,Gillingham,1436.2848535237506,17.5,28.5,Nott'm Forest,1549.8239349347482
237,Scunthorpe,1435.1971581274058,17.5,28.5,Charlton,1532.3726936127225
238,Empoli,1434.5923074802706,13.5,24.5,Palermo,1519.952023694802
239,Pacos Ferreira,1431.0687475051948,9.5,20.5,Setubal,1544.5276521624523
240,Parma,1426.5182503368917,13.5,24.5,Udinese,1506.8418631011104
241,Port Vale,1424.469427479788,14.5,31.5,Brighton,1531.0987586578829
242,Reading,1424.1087623731344,13,25,Liverpool,1567.5111343176636
243,Avellino,1423.0002411083485,14,28,Pisa,1558.4177759787449
244,Libourne,1422.1621686392848,12.5,25.5,Troyes,1573.2462530129433
245,VVV Venlo,1421.4062611822167,11,23,Utrecht,1503.4323657636335
246,Hansa Rostock,1421.138781963004,11,23,Ein Frankfurt,1522.9881145212169
247,Duisburg,1418.9449699886902,10.5,23.5,Hamburg,1551.5756433556494
248,Ravenna,1418.5646985191547,13.5,28.5,Mantova,1544.3869091165
249,Spezia,1417.292765918097,14,28,Brescia,1555.5432039575987
250,Excelsior,1416.4858220836852,10,24,Ajax,1560.7553188770455
251,Graafschap,1415.7431099152122,11.5,22.5,Roda JC,1529.2895329851817
252,Cesena,1412.961253502309,13.5,28.5,Messina,1511.2683349973777
253,Gueugnon,1412.5403349644373,11,27,Angers,1515.6918691250924
254,Luton,1408.9584539363282,16,30,Nott'm Forest,1533.268490608922
255,Colchester,1405.966492703217,15.5,30.5,Charlton,1524.796066358035
256,Livorno,1400.9172747140722,12,26,Sampdoria,1498.8613636250846
257,Strasbourg,1400.028129994506,13,25,Le Mans,1516.6816199726038
258,Metz,1395.6583948633927,9.5,28.5,Le Mans,1514.1333501742486
259,Levante,1391.2961893014449,9.5,28.5,Betis,1507.4270499740628
260,Leiria,1391.0129449837073,6.5,23.5,Sp Lisbon,1548.9576417787996
261,Murcia,1389.7984387755275,11.5,26.5,Santander,1535.797878170825
262,Derby,1316.937107373101,5,33,Newcastle,1518.91443818394
