rank,team,elo,wins,losses,best_win_name,best_win_elo
1,Man United,1655.155573378921,31,7,Chelsea,1571.258493618041
2,Liverpool,1647.3218781079522,30.5,7.5,Man United,1636.4861710127163
3,Porto,1632.7685205137566,24.5,5.5,Nacional,1556.6938744320453
4,AZ Alkmaar,1631.4774349954866,27.5,6.5,Heerenveen,1556.1636885849075
5,Chelsea,1629.063030412439,29,9,Arsenal,1598.2517594730584
6,Bordeaux,1625.7854989025625,28,10,Lyon,1569.7051867999132
7,Barcelona,1624.2378320934636,30,8,Real Madrid,1641.8619584584028
8,Inter,1621.1349339827038,29.5,8.5,Milan,1567.0019457991841
9,Leicester,1617.6605086584739,34.5,11.5,Leeds,1567.0171348353583
10,Marseille,1614.1071526815865,27.5,10.5,Paris SG,1571.533505735984
11,Sp Lisbon,1613.2151710263677,23,7,Benfica,1567.9128470495195
12,Zaragoza,1609.336026690789,29,13,Xerez,1570.0705023308324
13,Wolfsburg,1605.2268549038633,24,10,Dortmund,1575.0157521517904
14,Tenerife,1600.174361732974,28.5,13.5,Xerez,1600.6828876307525
15,Peterboro,1597.670061202719,31.5,14.5,Leicester,1608.29517813686
16,Arsenal,1597.3432719222128,26,12,Chelsea,1574.5179301121257
17,Bari,1596.517372887604,29,13,Sassuolo,1546.1335504437304
18,Parma,1595.7281563092251,28.5,13.5,Bari,1592.2956764294938
19,Xerez,1594.1540713205854,29,13,Hercules,1565.1802679028515
20,Twente,1593.609051581821,24.5,9.5,AZ Alkmaar,1634.4181387515657
21,Hercules,1591.0631790065252,28.5,13.5,Tenerife,1596.9717240463633
22,Juventus,1590.201013393222,26.5,11.5,Milan,1548.6649252638965
23,Bayern Munich,1588.3960624934455,23.5,10.5,Stuttgart,1595.6537274239845
24,Milan,1586.648774932562,26,12,Fiorentina,1566.4185830954057
25,Stuttgart,1585.1427502069412,22.5,11.5,Wolfsburg,1591.7505274397263
26,PSV Eindhoven,1583.9551176037874,23,11,Ajax,1589.7859372515857
27,Wolves,1583.7352272414546,31.5,14.5,Cardiff,1540.927856863205
28,Freiburg,1582.7096156975786,23.5,10.5,Mainz,1548.3513979819481
29,Real Madrid,1580.5782995099855,26.5,11.5,Valencia,1544.9081771954986
30,Leeds,1579.6902579399944,29,17,Peterboro,1568.179034204512
31,Milton Keynes Dons,1579.62536906464,30.5,15.5,Scunthorpe,1536.9460997908216
32,Ajax,1578.4110470016337,23.5,10.5,Twente,1604.0944659848096
33,Sheffield United,1576.9549256852101,29,17,Cardiff,1566.1634406099258
34,Nurnberg,1575.7222974773026,22,12,Freiburg,1563.1800604984132
35,Benfica,1574.5092665098155,21,9,Sp Braga,1555.5446239693426
36,Lyon,1572.7628568276966,25.5,12.5,Marseille,1610.7423884740622
