season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2001,12,Genk,BEL 1st,1708.38555685713,20,12,2,34,Club Brugge,1672.54439617352
2001,24,Anderlecht,BEL 1st,1658.02673105038,18,12,4,34,Club Brugge,1664.30215529469
2001,26,Club Brugge,BEL 1st,1645.89554717869,22,4,8,34,Anderlecht,1697.09444568165
2001,34,Mouscron,BEL 1st,1618.82860044858,16,5,13,34,Club Brugge,1687.36404582052
2001,54,Standard,BEL 1st,1581.72333727668,15,12,7,34,Genk,1722.23540699105
2001,63,Lokeren,BEL 1st,1570.34710215339,15,10,9,34,Club Brugge,1662.78541614684
2001,66,Germinal,BEL 1st,1565.19916081511,11,16,7,34,Gent,1613.05330182849
2001,70,St Truiden,BEL 1st,1557.62824189343,16,5,13,34,Anderlecht,1680.74284464452
2001,76,Gent,BEL 1st,1546.26595796141,16,10,8,34,Club Brugge,1663.39196941976
2001,109,Louvieroise,BEL 1st,1507.92353660069,12,8,14,34,Mouscron,1655.56886978226
2001,120,Molenbeek,BEL 1st,1495.70218033329,13,5,16,34,Standard,1655.75886237459
2001,185,Lommel,BEL 1st,1446.65386855092,10,9,15,34,Mouscron,1589.23862736529
2001,190,Lierse,BEL 1st,1442.4608623196,9,8,17,34,Anderlecht,1670.04486668174
2001,214,Westerlo,BEL 1st,1418.15146177032,9,9,16,34,Gent,1598.41169307868
2001,232,Charleroi,BEL 1st,1391.44099081204,11,6,17,34,Lokeren,1623.73864765524
2001,236,Antwerp,BEL 1st,1385.82641529706,7,10,17,34,Genk,1710.44091324196
2001,257,Aalst,BEL 1st,1290.61192404244,5,9,20,34,Mouscron,1618.81648850213
2001,264,Beveren,BEL 1st,1168.92852463884,2,8,24,34,St Truiden,1565.65301204125
