season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2011,7,Ajax,NED 1st,1795.39866632697,23,7,4,34,PSV Eindhoven,1652.87100931042
2011,16,Feyenoord,NED 1st,1712.23580347038,21,7,6,34,Ajax,1749.75935985053
2011,25,PSV Eindhoven,NED 1st,1668.66227957081,21,6,7,34,Feyenoord,1675.37269828485
2011,32,Heerenveen,NED 1st,1636.19972599673,18,10,6,34,AZ Alkmaar,1704.32829463243
2011,45,AZ Alkmaar,NED 1st,1610.0802102854,19,8,7,34,Feyenoord,1716.19034902577
2011,48,Twente,NED 1st,1605.04177555382,17,9,8,34,PSV Eindhoven,1678.34301916888
2011,84,Vitesse,NED 1st,1534.11688245695,15,8,11,34,VVV Venlo,1500
2011,95,Nijmegen,NED 1st,1520.43500251125,13,6,15,34,Twente,1701.41488622154
2011,122,Utrecht,NED 1st,1498.44413769214,11,10,13,34,Ajax,1774.26353081085
2011,135,Waalwijk,NED 1st,1481.33194201186,13,6,15,34,PSV Eindhoven,1645.25203911013
2011,184,NAC Breda,NED 1st,1442.82514985954,10,8,16,34,AZ Alkmaar,1667.0142424002
2011,194,Roda,NED 1st,1433.99145224946,14,2,18,34,Twente,1658.15564685377
2011,204,Heracles,NED 1st,1421.82403903117,11,7,16,34,Twente,1673.95132137246
2011,240,Den Haag,NED 1st,1359.6214416135,8,8,18,34,Feyenoord,1704.1800570095
2011,241,Groningen,NED 1st,1359.46075019463,10,7,17,34,Ajax,1795.8987251335
2011,245,VVV Venlo,NED 1st,1352.18179814896,9,4,21,34,Feyenoord,1661.9355438706
2011,255,Graafschap,NED 1st,1315.1699684054,6,6,22,34,Nijmegen,1520.69295656804
2011,264,Excelsior,NED 1st,1252.978974621,4,7,23,34,NAC Breda,1479.93211534782
