season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2023,26,Ipswich,ENG 2nd,1670.21212500696,28,12,6,46,Southampton,1636.32892826951
2023,28,Leicester,ENG 2nd,1665.71582387983,31,4,11,46,Southampton,1631.66008941951
2023,34,Leeds,ENG 2nd,1635.76496004036,27,9,10,46,Leicester,1736.27494807046
2023,49,Southampton,ENG 2nd,1604.2126979699,26,9,11,46,Leeds,1647.81340361171
2023,63,Middlesbrough,ENG 2nd,1574.01044495705,20,9,17,46,Leicester,1736.21851608904
2023,66,West Brom,ENG 2nd,1566.81315206964,21,12,13,46,Ipswich,1697.79701610464
2023,68,Norwich,ENG 2nd,1562.72282981094,21,10,15,46,Ipswich,1689.85599654232
2023,89,Hull,ENG 2nd,1536.91228665016,19,13,14,46,Leicester,1679.81573022508
2023,111,Sheffield Weds,ENG 2nd,1501.16097939868,15,8,23,46,West Brom,1578.6788797912
2023,113,QPR,ENG 2nd,1499.7888109897,15,11,20,46,Leicester,1702.39851750581
2023,114,Coventry,ENG 2nd,1498.42886030262,17,13,16,46,Leicester,1738.3412498396
2023,117,Stoke,ENG 2nd,1497.21016255886,15,11,20,46,Leeds,1638.16525794074
2023,120,Bristol City,ENG 2nd,1493.64350743108,17,11,18,46,Leicester,1683.70147102637
2023,123,Swansea,ENG 2nd,1489.9994168231,15,12,19,46,West Brom,1596.75691120061
2023,137,Millwall,ENG 2nd,1479.02894742425,16,11,19,46,Leicester,1683.4184964244
2023,140,Watford,ENG 2nd,1476.67999204436,13,17,16,46,Hull,1558.66317810565
2023,164,Blackburn,ENG 2nd,1453.8122782645,14,11,21,46,Leeds,1696.68312376134
2023,168,Preston,ENG 2nd,1450.56763344414,18,9,19,46,Leeds,1671.89772874343
2023,179,Sunderland,ENG 2nd,1432.62111797033,16,8,22,46,Leeds,1665.18587304911
2023,180,Plymouth,ENG 2nd,1432.46921521762,13,12,21,46,Leicester,1666.25222963649
2023,199,Birmingham,ENG 2nd,1419.63903110588,13,11,22,46,Leeds,1626.56876064364
2023,223,Cardiff,ENG 2nd,1387.75986608752,19,5,22,46,Ipswich,1681.18245822783
2023,228,Huddersfield,ENG 2nd,1380.79478830338,9,18,19,46,West Brom,1578.54084833448
2023,252,Rotherham,ENG 2nd,1290.03107224915,5,12,29,46,Norwich,1597.06453292523
