season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2010,27,Reading,ENG 2nd,1629.00083428487,20,17,9,46,Burnley,1552.50720722716
2010,31,Norwich,ENG 2nd,1624.80558534361,23,15,8,46,QPR,1659.95786669676
2010,32,Swansea,ENG 2nd,1624.48369189747,24,8,14,46,Cardiff,1633.57549935456
2010,33,QPR,ENG 2nd,1617.64705373492,24,16,6,46,Reading,1612.75835448274
2010,54,Cardiff,ENG 2nd,1580.67675279524,23,11,12,46,Norwich,1602.77897904465
2010,55,Nott'm Forest,ENG 2nd,1580.30798202559,20,15,11,46,Cardiff,1628.41060073146
2010,72,Middlesbrough,ENG 2nd,1554.84231918195,17,11,18,46,Reading,1618.23313550968
2010,74,Millwall,ENG 2nd,1553.07841618379,18,13,15,46,QPR,1672.86488854878
2010,75,Leeds,ENG 2nd,1552.10481824721,19,15,12,46,QPR,1649.74782781
2010,79,Leicester,ENG 2nd,1543.41884692284,19,10,17,46,Cardiff,1611.63575842019
2010,101,Hull,ENG 2nd,1515.23519253545,16,17,13,46,Swansea,1624.48366118354
2010,109,Bristol City,ENG 2nd,1512.11005362213,17,9,20,46,Swansea,1637.18142178349
2010,118,Burnley,ENG 2nd,1506.08326670614,18,14,14,46,Norwich,1605.30908853326
2010,151,Coventry,ENG 2nd,1473.61451301162,14,13,19,46,Millwall,1577.42862869745
2010,153,Ipswich,ENG 2nd,1471.1689896599,18,8,20,46,Cardiff,1605.19358517
2010,161,Watford,ENG 2nd,1464.65719215358,16,13,17,46,QPR,1674.48770364926
2010,168,Portsmouth,ENG 2nd,1460.17930739145,15,13,18,46,Swansea,1621.82227749503
2010,174,Barnsley,ENG 2nd,1456.99216659445,14,14,18,46,Leeds,1577.26481478216
2010,211,Crystal Palace,ENG 2nd,1415.43591356264,12,12,22,46,Norwich,1612.29982362862
2010,212,Preston,ENG 2nd,1413.77998441959,10,12,24,46,Swansea,1599.11222986111
2010,232,Derby,ENG 2nd,1387.73844278051,13,10,23,46,Swansea,1605.25580451638
2010,240,Doncaster,ENG 2nd,1377.98655349099,11,15,20,46,Norwich,1633.72093288884
2010,249,Sheffield United,ENG 2nd,1350.25499935234,11,9,26,46,Reading,1649.36695212427
2010,255,Scunthorpe,ENG 2nd,1334.39712410172,12,6,28,46,QPR,1663.96477942064
