season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2018,1,Man City,ENG 1st,1905.22373341892,32,2,4,38,Liverpool,1919.09384350058
2018,2,Liverpool,ENG 1st,1891.84690733387,30,7,1,38,Arsenal,1635.10431241954
2018,46,Chelsea,ENG 1st,1603.4684939129,21,9,8,38,Man City,1922.60101185013
2018,50,Arsenal,ENG 1st,1595.79613123242,21,7,10,38,Chelsea,1648.07080506144
2018,51,Tottenham,ENG 1st,1592.60054422797,23,2,13,38,Chelsea,1656.68669104143
2018,79,Everton,ENG 1st,1555.34753800658,15,9,14,38,Arsenal,1673.42523060325
2018,89,Man United,ENG 1st,1538.44775824677,19,9,10,38,Tottenham,1659.94138839336
2018,99,Wolves,ENG 1st,1523.10404673757,16,9,13,38,Tottenham,1678.38916854371
2018,105,Crystal Palace,ENG 1st,1514.63908171114,14,7,17,38,Man City,1898.49183505188
2018,116,Leicester,ENG 1st,1508.14517878877,15,7,16,38,Man City,1879.12061503514
2018,130,West Ham,ENG 1st,1496.2421165235,15,7,16,38,Arsenal,1631.61022936509
2018,151,Newcastle,ENG 1st,1473.28751215853,12,9,17,38,Man City,1879.61275405265
2018,181,Watford,ENG 1st,1437.95470624159,14,8,16,38,Tottenham,1620.28204066013
2018,198,Burnley,ENG 1st,1422.0470913194,11,7,20,38,Tottenham,1668.21499515962
2018,202,Bournemouth,ENG 1st,1416.77369896499,13,6,19,38,Chelsea,1630.12139481195
2018,215,Southampton,ENG 1st,1406.87786266429,9,12,17,38,Arsenal,1657.30106691741
2018,245,Cardiff,ENG 1st,1341.37391908946,10,4,24,38,Man United,1565.18300526327
2018,251,Brighton,ENG 1st,1323.45018351626,9,9,20,38,Man United,1548.09115087444
2018,259,Fulham,ENG 1st,1265.31614774932,7,5,26,38,Everton,1541.98057870124
2018,265,Huddersfield,ENG 1st,1188.05734815574,3,7,28,38,Wolves,1534.17837246534
