season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2011,12,Anderlecht,BEL 1st,1758.18419932353,20,7,3,30,Gent,1645.30749892372
2011,27,Club Brugge,BEL 1st,1656.50633330305,19,4,7,30,Gent,1648.88755206858
2011,35,Gent,BEL 1st,1632.33226208291,17,5,8,30,Genk,1591.39090297543
2011,57,Genk,BEL 1st,1585.68840942161,13,7,10,30,Club Brugge,1663.60647099992
2011,62,Lokeren,BEL 1st,1573.6234709338,11,11,8,30,Genk,1578.47290755743
2011,63,Standard,BEL 1st,1569.52848452599,14,9,7,30,Club Brugge,1648.93700866409
2011,96,Kortrijk,BEL 1st,1520.01302276547,13,7,10,30,Club Brugge,1677.13990428923
2011,130,Cercle Brugge,BEL 1st,1488.43019942694,13,7,10,30,Anderlecht,1779.49754368477
2011,166,Waregem,BEL 1st,1456.93355186583,6,12,12,30,Standard,1590.0430087212
2011,178,Germinal,BEL 1st,1445.33481630339,9,9,12,30,Gent,1675.72643900184
2011,183,Bergen,BEL 1st,1442.89460352435,9,9,12,30,Kortrijk,1520.31737247878
2011,187,Mechelen,BEL 1st,1441.02862866913,10,7,13,30,Anderlecht,1754.97670716569
2011,192,Lierse,BEL 1st,1437.00026290356,6,13,11,30,Gent,1671.00609575845
2011,232,Oud-Heverlee Leuven,BEL 1st,1382.93850947803,7,8,15,30,Anderlecht,1758.0686124523
2011,254,St Truiden,BEL 1st,1316.30661906278,3,10,17,30,Lierse,1476.39567269028
2011,258,Westerlo,BEL 1st,1293.25662640963,5,5,20,30,Genk,1582.7988973968
